,SECID,SECNAME,SHORTNAME,COUPONVALUE,COUPONPERCENT,MATDATE,NEXTCOUPON,STATUS,FACEVALUE,DELTA
370,RU000A0NNFA9,ВЭБ.РФ ПБО-001Р-К393,ВЭБ1P-К393,5.63,7.34,2023-01-20,2023-01-20,A,1000.0,0 months
1302,RU000A102TJ1,ТМК 001P-03,ТМК 1P03,18.32,7.35,2025-02-28,2023-03-03,A,1000.0,2 years 2 months
1297,RU000A102SX4,АФК Система БО 001P-19,Систем1P19,18.32,7.35,2031-02-17,2023-02-27,A,1000.0,8 years 1 months
18,RU000A0JS934,Евразийский банк развития 11,ЕАБР11,36.65,7.35,2025-01-24,2023-01-27,A,1000.0,2 years 1 months
460,RU000A0ZZ1J8,ГТЛК БО 001P-09,ГТЛК 1P-09,18.32,7.35,2033-03-18,2022-12-30,A,1000.0,10 years 2 months
896,RU000A101R09,Росагролизинг 001P-01,Росагрл1Р1,36.65,7.35,2025-05-28,2023-05-31,A,1000.0,2 years 5 months
851,RU000A101M04,РЖД ОАО БО 001Р-20R,РЖД 1Р-20R,36.65,7.35,2027-03-15,2023-04-21,A,1000.0,4 years 2 months
658,RU000A100UT2,Почта России (АО) БО-001P-08,ПочтаРБ1P8,36.65,7.35,2029-09-11,2023-03-21,A,1000.0,6 years 8 months
1372,RU000A1033Z8,Гор.Обл.Займ Москвы 74 в.,МГор74-об,36.8,7.38,2028-05-18,2023-05-25,A,1000.0,5 years 4 months
1486,RU000A103MU1,Промсвязьбанк 003P-06,ПСБ 3P-06,36.9,7.4,2023-09-01,2023-03-03,A,1000.0,8 months
1818,RU000A105823,Банк ВТБ (ПАО) Б-1-312,ВТБ Б1-312,6.28,7.4,2023-09-21,2023-01-21,A,1000.0,9 months
1910,RU000A105LN3,ДОМ.РФ Ипотечный агент БО 1P27,ИАДОМ 1P27,15.81,7.4,2032-11-28,2023-02-28,A,1000.0,9 years 11 months
662,RU000A100VR4,ГПБ (АО) БО 001Р-13Р,ГПБ001P13P,36.7,7.4,2023-09-30,2023-03-30,A,1000.0,9 months
673,RU000A100XC2,Полюс ПБО-01,Полюс Б1P1,36.9,7.4,2029-10-01,2023-04-10,A,1000.0,6 years 9 months
1340,RU000A1030Y7,РН БАНК АО БО-001Р-08,РН БАНК1Р8,37.1,7.4,2024-04-23,2023-04-23,A,1000.0,1 years 4 months
1225,RU000A102HU3,УОМЗ ПО АО БО-П02,iУОМЗ Б-П2,36.9,7.4,2030-12-04,2023-06-14,A,1000.0,7 years 11 months
1205,RU000A102GU5,Белуга Групп 002P БО-П04,БелугаБП4,36.9,7.4,2025-12-05,2023-06-09,A,1000.0,2 years 11 months
1397,RU000A103661,Сбербанк ПАО 001Р-SBER27,Сбер Sb27R,36.9,7.4,2026-06-15,2023-06-19,A,1000.0,3 years 5 months
1412,RU000A1038U8,Сбербанк ПАО 001Р-SBER28,Сбер Sb28R,36.9,7.4,2026-06-15,2023-06-19,A,1000.0,3 years 5 months
1076,RU000A1026C1,ПИК-Корпорация 001Р-03,ПИК К 1P3,18.45,7.4,2023-03-29,2022-12-28,A,1000.0,3 months
25,RU000A0JT7T2,ФСК Россети(ПАО)-обл. сер.21,ФСК РС-21,36.9,7.4,2027-10-06,2023-04-12,A,1000.0,4 years 9 months
677,RU000A100Y50,СУЭК-Финанс 001Р-04R,СУЭК-Ф1P4R,36.9,7.4,2029-10-08,2023-04-17,A,1000.0,6 years 9 months
1466,RU000A103H66,Сбербанк ПАО 001Р-SBER34,Сбер Sb34R,37.05,7.43,2026-07-31,2023-02-03,A,1000.0,3 years 7 months
1458,RU000A103G42,Сбербанк ПАО 001Р-SBER29,Сбер Sb29R,37.05,7.43,2026-07-31,2023-02-03,A,1000.0,3 years 7 months
1459,RU000A103G59,Сбербанк ПАО 001Р-SBER30,Сбер Sb30R,37.05,7.43,2026-07-31,2023-02-03,A,1000.0,3 years 7 months
886,RU000A101QL5,ГТЛК БО 001P-17,ГТЛК 1P-17,18.55,7.44,2035-05-14,2023-02-27,A,1000.0,12 years 4 months
1329,RU000A102YH5,Сбербанк ПАО 001Р-SBER26,Сбер Sb26R,37.15,7.45,2026-04-09,2023-04-13,A,1000.0,3 years 3 months
1328,RU000A102YG7,Сбербанк ПАО 001Р-SBER25,Сбер Sb25R,37.15,7.45,2026-04-09,2023-04-13,A,1000.0,3 years 3 months
1388,RU000A1034T9,МТС-Банк ПАО 001P-01,МТС-Банк01,37.15,7.45,2023-05-24,2023-05-24,A,1000.0,5 months
904,RU000A101RT6,Республика Казахстан 05,Казахст05,37.3,7.48,2026-06-22,2022-12-26,A,1000.0,3 years 6 months
24,RU000A0JT6B2,ВЭБ.РФ об. сер. 19,ВЭБ.РФ 19,37.3,7.48,2032-09-23,2023-04-06,A,1000.0,9 years 9 months
1954,XS1589106910,CBOM Finance P.L.C. 7.5,CBOM-27,37.5,7.5,2027-10-05,2023-04-05,A,1000.0,4 years 9 months
437,RU000A0ZYT40,ПАО НК Роснефть 002P-04,Роснфт2P4,37.4,7.5,2028-02-03,2023-02-09,A,1000.0,5 years 1 months
145,RU000A0JVD25,РусГидро (ПАО) 09,РусГидро09,37.4,7.5,2025-04-15,2023-04-18,A,1000.0,2 years 3 months
1143,RU000A102CD0,ХК Финанс ООО БО 001Р-05,ХКФинБ1P5,18.7,7.5,2023-11-10,2023-02-10,A,1000.0,10 months
1135,RU000A102BK7,"""О'КЕЙ"" ООО БО 001Р-04",О'КЕЙ Б1Р4,18.7,7.5,2030-10-25,2023-02-03,A,1000.0,7 years 10 months
150,RU000A0JVFC6,Ростелеком ПАО БО-01,РостелБО-1,37.4,7.5,2025-05-16,2023-05-19,A,1000.0,2 years 4 months
946,RU000A101U79,ХК Финанс ООО БО 001Р-04,ХКФинБ1P4,18.7,7.5,2023-06-23,2023-03-24,A,1000.0,6 months
187,RU000A0JVXZ0,"АФК ""Система"" ПАО БО 001P-02",СистемБ1P2,37.4,7.5,2025-10-31,2023-05-05,A,1000.0,2 years 10 months
241,RU000A0JWTL6,Почта России (АО) БО-03,ПочтаРосБ3,37.4,7.5,2026-09-10,2023-03-16,A,1000.0,3 years 8 months
1418,RU000A1039F7,РЕСО-Лизинг ООО БО-П-14,РЕСОЛиБП14,6.16,7.5,2024-06-02,2023-01-09,A,1000.0,1 years 5 months
716,RU000A1013Y3,ГруппаЧеркизово БО-001Р-02,ЧеркизБ1P2,18.7,7.5,2023-05-25,2023-02-23,A,1000.0,5 months
253,RU000A0JWWM8,ТрансФин-М ПАО 001P-01,ТрансФ1P01,37.4,7.5,2026-10-09,2023-04-14,A,1000.0,3 years 9 months
1424,RU000A103AT8,Атомэнергопром АО 001Р-01,Атомэнпр01,37.4,7.5,2026-06-19,2023-06-23,A,1000.0,3 years 5 months
1426,RU000A103BE8,Банк ВТБ (ПАО) Б-1-231,ВТБ Б1-231,18.7,7.5,2024-06-28,2022-12-30,A,1000.0,1 years 6 months
99,RU000A0JUQ96,ТрансФин-М ПАО БО-29,ТрансФБО29,37.4,7.5,2024-06-17,2023-06-19,A,1000.0,1 years 5 months
1438,RU000A103DJ3,Металлинвестбанк БО-П03,МетИнвБ П3,18.9,7.5,2023-07-09,2023-01-11,A,1000.0,6 months
1402,RU000A1036S6,ФСК Россети ПАО БО 001P-03R,ФСК РС1Р3,18.7,7.5,2036-05-21,2023-03-08,A,1000.0,13 years 5 months
585,RU000A100AZ1,ТрансКомплектХолдинг ООО БО-П3,ТКХ БО-П03,37.4,7.5,2029-04-13,2023-04-21,A,1000.0,6 years 3 months
1318,RU000A102W68,ХК Финанс ООО БО 001Р-06,ХКФинБ1P6,18.7,7.5,2024-03-20,2023-03-22,A,1000.0,1 years 2 months
487,RU000A0ZZE20,Сбербанк ПАО БО 001P-16R,СберБ Б16R,37.4,7.5,2023-01-18,2023-01-18,A,1000.0,0 months
1769,RU000A104ZQ9,Банк ВТБ (ПАО) Б-1-311,ВТБ Б1-311,6.16,7.5,2023-07-27,2022-12-27,A,1000.0,7 months
73,RU000A0JUAT3,Вертолеты России об. БО-02,ВертолетБ2,37.4,7.5,2023-11-16,2023-05-18,A,1000.0,10 months
660,RU000A100VG7,СУЭК-Финанс 001Р-03R,СУЭК-Ф1P3R,37.4,7.5,2029-09-13,2023-03-23,A,1000.0,6 years 8 months
424,RU000A0ZYM54,Центральная ППК АО П01-БО-01,ЦППК П1Б1,75.29,7.55,2027-12-15,2023-12-20,A,1000.0,4 years 11 months
651,RU000A100TH9,РОСБАНК БО-002P-06,Росбанк2P6,37.85,7.55,2023-03-16,2023-03-16,A,1000.0,2 months
845,RU000A101LS1,РЖД ОАО БО 001Р-19R,РЖД 1Р-19R,37.65,7.55,2027-04-15,2023-04-20,A,1000.0,4 years 3 months
378,RU000A0ZYCP5,ПАО НК Роснефть 001P-08,Роснфт1P8,37.9,7.6,2027-09-30,2023-04-06,A,1000.0,4 years 9 months
1464,RU000A103GX7,Россельхозбанк БO-10-002P,РСХБ 2Р10,37.9,7.6,2024-08-01,2023-02-02,A,1000.0,1 years 7 months
1490,RU000A103N76,ИКС 5 ФИНАНС 002Р-01,ИКС5Фин2P1,37.9,7.6,2036-08-20,2023-03-08,A,1000.0,13 years 8 months
1410,RU000A1038F9,Промсвязьбанк 003P-05,ПСБ 3P-05,37.9,7.6,2024-06-07,2023-06-09,A,1000.0,1 years 5 months
319,RU000A0JXSF8,"""Трубная Мет.Комп."" ПАО БО-07",ТМК БО-7,37.9,7.6,2027-05-21,2023-05-26,A,1000.0,4 years 4 months
404,RU000A0ZYJ91,"""ФСК Россети""(ПАО) БО-04",ФСК РС Б4,18.95,7.6,2052-10-23,2023-03-01,A,1000.0,29 years 10 months
1292,RU000A102SK1,Боржоми Финанс 001P-01,Боржоми1Р1,37.9,7.6,2026-02-20,2023-02-24,A,1000.0,3 years 1 months
126,RU000A0JV3Q3,Банк ВТБ (ПАО) БО-30,ВТБ БО-30,18.95,7.6,2024-12-13,2023-03-17,A,1000.0,1 years 11 months
148,RU000A0JVEQ9,"ПАО ""АНК ""Башнефть"" БО-03",БашнфтБО3,37.9,7.6,2025-05-09,2023-05-12,A,1000.0,2 years 4 months
95,RU000A0JUML5,"ПАО ""АНК ""Башнефть"" БО-05",БашнфтБО5,37.9,7.6,2024-05-13,2023-05-15,A,1000.0,1 years 4 months
837,RU000A101L54,ЕАБР БО 001P-06,ЕАБР 1P-06,37.9,7.6,2023-04-18,2023-04-18,A,1000.0,3 months
151,RU000A0JVFD4,"ПАО ""АНК ""Башнефть"" БО-04",БашнфтБО4,37.9,7.6,2025-05-19,2023-05-22,A,1000.0,2 years 4 months
1443,RU000A103DU0,РОСБАНК БО-002P-09,Росбанк2P9,38.1,7.6,2023-07-15,2023-01-13,A,1000.0,6 months
1958,XS1634369224,Republic of Belarus 29/6/27,BLR-27,38.13,7.625,2027-06-29,2022-12-29,A,1000.0,4 years 6 months
1441,RU000A103DS4,СИБУР Холдинг БО-03,СибурХ Б03,38.15,7.65,2031-07-01,2023-01-10,A,1000.0,8 years 6 months
234,RU000A0JWNB0,РОСБАНК ПАО обл. БО-26,РосбанкБ26,38.56,7.65,2026-07-21,2023-01-21,A,1000.0,3 years 7 months
28,RU000A0JTLJ3,МЕТАЛЛОИНВЕСТ ХК АО обл. 02,МЕТАЛИНВ 2,38.15,7.65,2023-01-27,2023-01-27,A,1000.0,1 months
29,RU000A0JTLL9,МЕТАЛЛОИНВЕСТ ХК АО обл. 03,МЕТАЛИНВ 3,38.15,7.65,2023-01-27,2023-01-27,A,1000.0,1 months
1439,RU000A103DN5,Республика Башкортостан 34012,Башкорт21,19.07,7.65,2026-07-07,2023-01-10,A,1000.0,3 years 6 months
22,RU000A0JT403,ВЭБ.РФ об. сер. 18,ВЭБ.РФ 18,38.24,7.67,2032-09-17,2023-03-31,A,1000.0,9 years 9 months
906,RU000A101RW0,Республика Казахстан 08,Казахст08,38.34,7.69,2028-06-19,2022-12-26,A,1000.0,5 years 5 months
177,RU000A0JVVK6,"АО ""СМП Банк"" БО-01",СМП БО-01,19.2,7.7,2025-10-10,2023-01-13,A,1000.0,2 years 9 months
179,RU000A0JVVP5,"АО ""СМП Банк"" БО-02",СМП БО-02,19.2,7.7,2025-10-13,2023-01-16,A,1000.0,2 years 9 months
180,RU000A0JVVT7,"АО ""СМП Банк"" БО-03",СМП БО-03,19.2,7.7,2025-10-14,2023-01-17,A,1000.0,2 years 9 months
468,RU000A0ZZ5J9,Почта России (АО) БО-001P-05,ПочтаРБ1P5,38.39,7.7,2028-04-24,2023-05-01,A,1000.0,5 years 4 months
32,RU000A0JTM44,"ПАО ""АНК ""Башнефть"" об. 08",Башнефть08,38.39,7.7,2023-01-31,2023-01-31,A,1000.0,1 months
30,RU000A0JTM28,"ПАО ""АНК ""Башнефть"" об. 06",Башнефть06,38.39,7.7,2023-01-31,2023-01-31,A,1000.0,1 months
467,RU000A0ZZ5H3,Почта России (АО) БО-001P-04,ПочтаРБ1P4,38.39,7.7,2028-04-24,2023-05-01,A,1000.0,5 years 4 months
480,RU000A0ZZ9W4,Уралкалий ПАО ПБО-04-P,УрКаПБО4P,38.39,7.7,2023-06-09,2023-06-09,A,1000.0,5 months
547,RU000A1004K1,ПАО ЛК Европлан БО-05,ЕвропланБ5,38.39,7.7,2029-02-14,2023-02-22,A,1000.0,6 years 1 months
1447,RU000A103EZ7,Ростелеком ПАО 002P-06R,Ростел2P6R,38.39,7.7,2026-07-17,2023-01-20,A,1000.0,3 years 6 months
420,RU000A0ZYLQ4,"""Газпром нефть"" ПАО 001P-05R",Газпнф1P5R,38.39,7.7,2024-12-16,2023-06-19,A,1000.0,1 years 11 months
417,RU000A0ZYLC4,"""Газпром нефть"" ПАО 001P-04R",Газпнф1P4R,38.39,7.7,2024-12-12,2023-06-15,A,1000.0,1 years 11 months
402,RU000A0ZYHX8,Санкт-Петербург обл. 35001,СПбГО35001,38.39,7.7,2025-05-28,2023-05-31,A,1000.0,2 years 5 months
1675,RU000A104C03,Банк ВТБ (ПАО) Б-1-286,ВТБ Б1-286,6.33,7.7,2023-06-24,2022-12-24,A,1000.0,6 months
448,RU000A0ZYWB3,АЛЬФА-БАНК АО БО-39,АЛЬФА БО39,38.86,7.75,2033-03-17,2023-03-10,A,1000.0,10 years 2 months
1504,RU000A103PG3,Славнефть БО 002Р-02,Славнеф2Р2,19.32,7.75,2031-09-02,2023-03-14,A,1000.0,8 years 8 months
42,RU000A0JTW83,ДОМ.РФ (АО) обл. сер.А25,ДОМ.РФ25об,19.53,7.75,2026-10-01,2023-01-01,A,1000.0,3 years 9 months
844,RU000A101LN2,Международн.инвест.банк БО1P-3,МежИнБ01P3,38.64,7.75,2025-04-23,2023-04-26,A,1000.0,2 years 4 months
843,RU000A101LM4,Международн.инвест.банк БО1P-2,МежИнБ01P2,38.64,7.75,2025-04-23,2023-04-26,A,1000.0,2 years 4 months
1501,RU000A103PD0,Славнефть БО 002Р-01,Славнеф2Р1,19.32,7.75,2031-09-02,2023-03-14,A,1000.0,8 years 8 months
205,RU000A0JWC82,"""Российские ЖД"" ОАО БО-07",РЖД БО-07,38.64,7.75,2026-03-25,2023-03-29,A,1000.0,3 years 3 months
274,RU000A0JX2M2,РОСЭКСИМБАНК АО БО-001P-01,РСЭКСМБ1Р1,38.64,7.75,2026-12-10,2023-06-15,A,1000.0,3 years 11 months
222,RU000A0JWK41,"""Газпром нефть"" ПАО БО-03",ГазпрнефБ3,38.64,7.75,2046-05-03,2023-06-01,A,1000.0,23 years 4 months
1491,RU000A103N84,Россельхозбанк БO-14-002P,РСХБ 2Р14,38.89,7.8,2026-09-03,2023-03-09,A,1000.0,3 years 8 months
620,RU000A100LL8,Газпром капитал ООО БО-001Р-02,ГазпромКP2,38.89,7.8,2024-07-11,2023-01-12,A,1000.0,1 years 6 months
425,RU000A0ZYMD0,РОСБАНК ПАО обл.19-ИП,Росбн19ИП,39.21,7.82,2022-12-28,2022-12-28,A,1000.0,0 months
914,RU000A101SC0,ГТЛК БО 001P-18,ГТЛК 1P-18,19.55,7.84,2035-05-23,2023-03-08,A,1000.0,12 years 5 months
1313,RU000A102VR0,ГТЛК БО 002P-01,ГТЛК 2P-01,19.57,7.85,2036-03-03,2023-03-20,A,1000.0,13 years 2 months
4,RU000A0JQRD9,"""Российские ЖД"" ОАО 23 обл.",РЖД-23 обл,39.14,7.85,2025-01-16,2023-01-19,A,1000.0,2 years 0 months
694,RU000A101012,АФК Система БО 001P-12,Систем1P12,39.14,7.85,2029-10-23,2023-05-02,A,1000.0,6 years 10 months
646,RU000A100RG5,ЕвроХим МХК АО БО-001Р-06,ЕврХимБ1Р6,19.57,7.85,2023-08-18,2023-02-17,A,1000.0,7 months
1496,RU000A103NY1,РН БАНК АО БО-001Р-09,РН БАНК1Р9,39.36,7.85,2024-09-12,2023-03-13,A,1000.0,1 years 8 months
623,RU000A100LV7,ЕвроХим МХК АО БО-001Р-05,ЕврХимБ1Р5,39.57,7.85,2023-07-19,2023-01-19,A,1000.0,6 months
622,RU000A100LS3,ЕвроХим МХК АО БО-001Р-04,ЕврХимБ1Р4,39.57,7.85,2023-01-18,2023-01-18,A,1000.0,0 months
1411,RU000A1038M5,ГТЛК БО 001P-20,ГТЛК 1P-20,19.57,7.85,2036-05-28,2023-03-15,A,1000.0,13 years 5 months
1860,RU000A105CB7,ДОМ.РФ Ипотечный агент БО 1P24,ИАДОМ 1P24,13.12,7.85,2032-09-28,2022-12-28,A,1000.0,9 years 9 months
718,RU000A1014B9,"""О'КЕЙ"" ООО БО 001Р-03",О'КЕЙ Б1Р3,19.57,7.85,2024-11-26,2023-02-28,A,1000.0,1 years 11 months
1446,RU000A103EN3,РЖД БО 001Р-23R,РЖД 1Р-23R,39.14,7.85,2028-07-10,2023-01-16,A,1000.0,5 years 6 months
381,RU000A0ZYDD9,Транснефть ПАО БО-001P-08,ТрнфБО1P8,39.39,7.9,2025-10-09,2023-04-13,A,1000.0,2 years 9 months
617,RU000A100L55,Мобильные ТелеСистемы 001P-11,МТС 1P-11,19.7,7.9,2026-07-08,2023-01-11,A,1000.0,3 years 6 months
609,RU000A100HY9,РЖД ОАО БО 001Р-16R,РЖД 1Р-16R,39.39,7.9,2026-06-25,2022-12-29,A,1000.0,3 years 6 months
1523,RU000A103RS4,АЛЬФА-БАНК Б2Р14,АЛЬФАБ2Р14,39.61,7.9,2023-09-30,2023-03-31,A,1000.0,9 months
1299,RU000A102TA0,Росагролизинг 001P-02,Росагрл1Р2,39.39,7.9,2026-02-25,2023-03-01,A,1000.0,3 years 2 months
325,RU000A0JXTY7,ПАО ЧТПЗ 001P-04,ЧТПЗ 1P4,39.39,7.9,2027-06-08,2023-06-13,A,1000.0,4 years 5 months
1516,RU000A103QK3,Мэйл.Ру Финанс 001P-01,МэйлБ1Р1,39.39,7.9,2026-09-15,2023-03-21,A,1000.0,3 years 8 months
167,RU000A0JVQQ3,ВЭБ-лизинг АО БО-09,ВЭБлизБ09,39.44,7.91,2025-08-18,2023-02-20,A,1000.0,2 years 7 months
169,RU000A0JVRV1,ВЭБ-лизинг АО 002-Р-01,ВЭБлиз2Р-1,39.44,7.91,2025-09-01,2023-03-06,A,1000.0,2 years 8 months
134,RU000A0JV9D8,ВЭБ-лизинг АО БО-06,ВЭБлизБ06,39.44,7.91,2025-02-18,2023-02-21,A,1000.0,2 years 1 months
135,RU000A0JV9H9,ВЭБ-лизинг АО БО-07,ВЭБлизБ07,39.44,7.91,2025-02-20,2023-02-23,A,1000.0,2 years 1 months
909,RU000A101S16,Республика Казахстан 13,Казахст13,39.49,7.92,2031-06-16,2022-12-26,A,1000.0,8 years 5 months
908,RU000A101S08,Республика Казахстан 12,Казахст12,39.49,7.92,2031-06-16,2022-12-26,A,1000.0,8 years 5 months
614,RU000A100KY3,ПАО НК Роснефть 002P-08,Роснфт2P8,39.64,7.95,2029-07-02,2023-01-09,A,1000.0,6 years 6 months
441,RU000A0ZYU39,Эталон-Финанс АО БО-П02,ЭталФинБП2,39.64,7.95,2023-02-15,2023-02-15,A,1000.0,1 months
632,RU000A100P85,ЕвразХолдинг Финанс 002P-01R,ЕврХол2P1R,39.64,7.95,2024-07-29,2023-01-30,A,1000.0,1 years 7 months
1495,RU000A103NU9,Автодор ГК БО-004Р-01,Автодор4Р1,39.64,7.95,2026-09-08,2023-03-14,A,1000.0,3 years 8 months
1078,RU000A1026H0,ГИДРОМАШСЕРВИС АО БО-03,ГИДРОМАШБ3,39.64,7.95,2030-09-20,2023-03-31,A,1000.0,7 years 9 months
489,RU000A0ZZEM5,Ярославская область 35016 обл.,ЯрОбл35016,19.82,7.95,2025-09-21,2022-12-25,A,1000.0,2 years 9 months
1893,RU000A105JF3,ДОМ.РФ Ипотечный агент БО 1P26,ИАДОМ 1P26,12.88,7.97,2032-11-28,2023-01-28,A,1000.0,9 years 11 months
915,RU000A101SD8,ГТЛК БО 001P-19,ГТЛК 1P-19,19.87,7.97,2035-05-23,2023-03-08,A,1000.0,12 years 5 months
1358,RU000A1031Y5,ВЭБ.РФ ПБО-001Р-28,ВЭБ1P-28,39.74,7.97,2026-04-29,2023-05-03,A,1000.0,3 years 4 months
1359,RU000A1031Z2,ВЭБ.РФ ПБО-001Р-29,ВЭБ1P-29,39.74,7.97,2026-05-01,2023-05-05,A,1000.0,3 years 4 months
137,RU000A0JVA10,ГосТранспортЛизингКомп БО-04,ГТЛК БО-04,19.9,7.98,2025-03-06,2023-03-09,A,1000.0,2 years 2 months
136,RU000A0JV9Q0,ТрансФин-М ПАО БО-31,ТрансФБО31,39.89,8.0,2025-02-26,2023-03-01,A,1000.0,2 years 2 months
608,RU000A100HU7,Мобильные ТелеСистемы 001P-10,МТС 1P-10,19.95,8.0,2025-06-25,2022-12-28,A,1000.0,2 years 6 months
1404,RU000A103760,"""ХКФ Банк"" ООО БО-04",ХКФБанкБ04,19.95,8.0,2026-06-01,2023-03-06,A,1000.0,3 years 5 months
611,RU000A100JC1,ЕАБР БО 001Р-04,ЕАБР 1Р-04,39.89,8.0,2023-01-10,2023-01-10,A,1000.0,0 months
138,RU000A0JVA77,Солидарность КБ АО БО-02,Солид БО-2,39.89,8.0,2025-03-07,2023-03-10,A,1000.0,2 years 2 months
1394,RU000A1035H1,РЕСО-Лизинг ООО БО-П-01,РЕСОЛизБП1,39.89,8.0,2031-05-19,2023-05-29,A,1000.0,8 years 4 months
1840,RU000A105AV9,ДОМ.РФ Ипотечный агент БО 1P23,ИАДОМ 1P23,15.56,8.0,2032-09-28,2022-12-28,A,1000.0,9 years 9 months
1982,XS2010043656,SovCom Capital D.A.C. 07/04/30,SCB-30,40.0,8.0,2030-04-07,2023-04-07,A,1000.0,7 years 3 months
1322,RU000A102WL1,Экспобанк БО-03,Экспоб Б03,20.16,8.0,2024-04-03,2022-12-30,A,1000.0,1 years 3 months
293,RU000A0JXK99,ТрансФин-М ПАО 001P-02,ТрансФ1P02,39.89,8.0,2027-02-22,2023-02-27,A,1000.0,4 years 2 months
1298,RU000A102T63,Группа ЛСР ПАО БО 001Р-06,ЛСР БО 1Р6,19.95,8.0,2026-02-24,2023-02-28,A,1000.0,3 years 2 months
1520,RU000A103RD6,СОПФ Инфраструктурные обл 1,ИнфрОблP1,39.67,8.0,2024-11-15,2023-05-15,A,1000.0,1 years 10 months
1848,RU000A105BH6,Банк ВТБ (ПАО) Б-1-313,ВТБ Б1-313,6.58,8.0,2023-10-24,2022-12-24,A,1000.0,10 months
1368,RU000A1032P1,ООО «СФО ВТБ РКС-1 »,ВТБРКС01,6.79,8.0,2030-12-01,2023-01-01,A,1000.0,7 years 11 months
1247,RU000A102L95,Газпром нефть БО 003Р-04R,Газпнф3P4R,19.95,8.0,2024-11-05,2023-02-07,A,1000.0,1 years 10 months
101,RU000A0JUR04,ТрансФин-М ПАО БО-30,ТрансФБО30,39.89,8.0,2024-07-05,2023-01-06,A,1000.0,1 years 6 months
442,RU000A0ZYU54,Сфера финансов БО-01Р-01,Сферфин1P1,39.89,8.0,2033-02-02,2023-02-15,A,1000.0,10 years 1 months
461,RU000A0ZZ1M2,ПИК СЗ (ПАО) БО-П04,ПИК БО-П04,39.89,8.0,2028-03-24,2023-03-31,A,1000.0,5 years 3 months
498,RU000A0ZZNL8,Сфера финансов БО-01Р-02,Сферфин1P2,39.89,8.0,2033-05-05,2023-05-18,A,1000.0,10 years 4 months
1506,RU000A103PT6,ПАО ОТКРЫТИЕ ФК Банк БО-П09,ОткрФКБП09,39.99,8.02,2024-09-19,2023-03-23,A,1000.0,1 years 9 months
390,RU000A0ZYFM5,ДОМ.РФ (АО) БО-08,ДОМ.РФ Б-8,20.07,8.05,2050-11-13,2023-02-07,A,1000.0,27 years 11 months
841,RU000A101LJ0,ЕвроХим МХК АО БО-001Р-08,ЕврХимБ1Р8,40.14,8.05,2025-04-15,2023-04-18,A,1000.0,2 years 3 months
1409,RU000A1038D4,Трансмашхолдинг АО ПБО-06,ТрансмхПБ6,40.14,8.05,2026-06-05,2023-06-09,A,1000.0,3 years 5 months
1469,RU000A103HT3,МВ ФИНАНС 001Р-02,МВ ФИН 1Р2,20.19,8.1,2024-08-07,2023-02-08,A,1000.0,1 years 7 months
469,RU000A0ZZ7C0,ДОМ.РФ АО 001Р-04R,ДОМ 1P-4R,40.39,8.1,2028-05-10,2023-06-14,A,1000.0,5 years 4 months
1393,RU000A1035D0,Синара Транспортные Машины 1P1,СТМ 1P1,40.39,8.1,2024-05-24,2023-05-26,A,1000.0,1 years 5 months
1497,RU000A103NZ8,Совкомбанк БО-П04,СовкомБОП4,20.19,8.1,2024-09-06,2023-03-10,A,1000.0,1 years 8 months
490,RU000A0ZZER4,Газпром ПАО БО-07,ГазпромБО7,40.39,8.1,2033-07-12,2023-01-24,A,1000.0,10 years 6 months
65,RU000A0JU7Y9,ГПБ (АО) БО-07,ГПБ БО-07,40.39,8.1,2023-10-22,2023-04-22,A,1000.0,10 months
492,RU000A0ZZET0,Газпром ПАО БО-23,ГазпромБ23,40.39,8.1,2048-06-23,2023-01-24,A,1000.0,25 years 6 months
1413,RU000A103935,реСтор 001Р-01,реСторБ1Р1,20.19,8.1,2024-06-13,2023-03-16,A,1000.0,1 years 5 months
491,RU000A0ZZES2,Газпром ПАО БО-22,ГазпромБ22,40.39,8.1,2048-06-23,2023-01-24,A,1000.0,25 years 6 months
1355,RU000A1031S7,ВЭБ.РФ ПБО-001Р-24,ВЭБ1P-24,40.54,8.13,2028-04-18,2023-04-25,A,1000.0,5 years 3 months
1356,RU000A1031T5,ВЭБ.РФ ПБО-001Р-25,ВЭБ1P-25,40.54,8.13,2028-04-18,2023-04-25,A,1000.0,5 years 3 months
1357,RU000A1031U3,ВЭБ.РФ ПБО-001Р-26,ВЭБ1P-26,40.54,8.13,2028-04-18,2023-04-25,A,1000.0,5 years 3 months
976,RU000A101WH1,ГИДРОМАШСЕРВИС АО БО-02,ГИДРОМАШБ2,40.64,8.15,2030-07-02,2023-01-10,A,1000.0,7 years 6 months
385,RU000A0ZYEE5,ГПБ (АО) БО-17,ГПБ БО-17,40.42,8.15,2024-10-31,2023-04-30,A,1000.0,1 years 10 months
1502,RU000A103PE8,Промсвязьбанк 003P-07,ПСБ 3P-07,40.64,8.15,2024-09-10,2023-03-14,A,1000.0,1 years 8 months
1888,RU000A105HE0,Банк ВТБ (ПАО) Б-1-307,ВТБ Б1-307,20.32,8.15,2023-11-24,2023-02-24,A,1000.0,11 months
104,RU000A0JUV08,ГПБ (АО) БО-10,ГПБ БО-10,40.42,8.15,2024-09-26,2023-03-26,A,1000.0,1 years 9 months
1280,RU000A102RN7,КБ Ренессанс Кредит БО-06,РенКредБО6,41.08,8.15,2026-02-17,2023-02-17,A,1000.0,3 years 1 months
